# TBJD-2450000      FLUX           FLUX_ERR
  1357.1827114      7.2617575      0.6882655
  1357.1841004      7.9829803      0.6883880
  1357.1854893      7.4444593      0.6881564
  1357.1868782      6.4047961      0.6878970
  1357.1882671      8.5609170      0.6885049
  1357.1896560      7.3980949      0.6880887
  1357.1910449      8.2445135      0.6884166
  1357.1924339      7.6247650      0.6882271
  1357.1938228      7.7980022      0.6882655
  1357.1952117      6.2205369      0.6880460
  1357.1966006      6.1085197      0.6877791
  1357.1979895      5.4276710      0.6876080
  1357.1993784      5.6573361      0.6876591
  1357.2007674      5.2069911      0.6878031
  1357.2021563      5.2951672      0.6875443
  1357.2035452      5.4709204      0.6876311
  1357.2049341      4.3813587      0.6874649
  1357.2063230      3.4938473      0.6871763
  1357.2077119      5.4229986      0.6875497
  1357.2091009      5.0283627      0.6874374
  1357.2104898      5.2430523      0.6874944
  1357.2118787      5.8698692      0.6877932
  1357.2132676      5.7334119      0.6876522
  1357.2146565      7.1365618      0.6882030
  1357.2160454      8.6390295      0.6885023
  1357.2174344     10.6863680      0.6891409
  1357.2188233     11.3028817      0.6893114
  1357.2202122     11.8122903      0.6894597
  1357.2216011     12.2173492      0.6895158
  1357.2229900     11.6922462      0.6894025
  1357.2243789     13.0649658      0.6900284
  1357.2257679     11.8187597      0.6894054
  1357.2271568     10.8585270      0.6892550
  1357.2285457     11.3004856      0.6893834
  1357.2299346      9.1622156      0.6889029
  1357.2313235      7.5008872      0.6882989
  1357.2327124      6.6537498      0.6880597
  1357.2341014      8.4328461      0.6885820
  1357.2354903      6.4287570      0.6879974
  1357.2368792      6.3886225      0.6879927
  1357.2382681      6.9384052      0.6880077
  1357.2396570      7.5979288      0.6882187
  1357.2410459      6.4260015      0.6879549
  1357.2424349      7.6151806      0.6884613
  1357.2438238      8.4636358      0.6885374
  1357.2452127      9.6639567      0.6891219
  1357.2466016      8.3547336      0.6885867
  1357.2479905     10.6283826      0.6888868
  1357.2493794      9.5811718      0.6888558
  1357.2507684     10.4858153      0.6891869
  1357.2521573     12.1850020      0.6894338
  1357.2535462     11.9941535      0.6896386
  1357.2549351     11.9516229      0.6897623
  1357.2563240     12.6415768      0.6896983
  1357.2577129     13.4354011      0.6898790
  1357.2591019     14.4052183      0.6902769
  1357.2604908     12.4036451      0.6896405
  1357.2618797     11.7378917      0.6895532
  1357.2632686     12.4473738      0.6898174
  1357.2646575     11.6561851      0.6895490
  1357.2660464     11.7021900      0.6895524
  1357.2674354     11.1760088      0.6893386
  1357.2688243      8.9750811      0.6886948
  1357.2702132     10.4965977      0.6893457
  1357.2716021      9.9535241      0.6890508
  1357.2729910      9.2519492      0.6888643
  1357.2743799      9.6585655      0.6888895
  1357.2757689      9.1111789      0.6888256
  1357.2771578      8.0225158      0.6885737
  1357.2785467      9.7372770      0.6889563
  1357.2799356      9.9889862      0.6890706
  1357.2813245     10.9126786      0.6894087
  1357.2827134     10.0407417      0.6891994
  1357.2841024     11.1859526      0.6894216
  1357.2854913     10.9175906      0.6894975
  1357.2868802     11.8215152      0.6898179
  1357.2882691     12.1633174      0.6899828
  1357.2896580     11.9500654      0.6896448
  1357.2910469     12.7774350      0.6899032
  1357.2924359     12.5907797      0.6899541
  1357.2938248     15.1389008      0.6904720
  1357.2952137     14.6568076      0.6904174
  1357.2966026     14.5837269      0.6904715
  1357.2979915     14.8898273      0.6906568
  1357.2993804     14.6981402      0.6902853
  1357.3007694     14.1019932      0.6902976
  1357.3021583     13.4290515      0.6900059
  1357.3035472     12.5141048      0.6896207
  1357.3049361     11.2184196      0.6894007
  1357.3063250     10.0431378      0.6890562
  1357.3077139      9.3277854      0.6889172
  1357.3091029      8.5110784      0.6884866
  1357.3118807      6.0519720      0.6877382
  1357.3132696      6.6573440      0.6881289
  1357.3146585      7.8734790      0.6886978
  1357.3160474      7.9896894      0.6886114
  1357.3174364      9.7145142      0.6892482
  1357.3188253     11.2426201      0.6893105
  1357.3202142     12.4155058      0.6898598
  1357.3216031     13.8522009      0.6901397
  1357.3229920     14.9486513      0.6906497
  1357.3243809     17.2917869      0.6912385
  1357.3257699     16.5886546      0.6909682
  1357.3271588     17.2304471      0.6911256
  1357.3285477     18.6591153      0.6915096
  1357.3299366     17.9637702      0.6913645
  1357.3313255     16.3994833      0.6910391
  1357.3327144     15.9321261      0.6908117
  1357.3341034     13.6155871      0.6902203
  1357.3354923     12.9294669      0.6899430
  1357.3368812     12.0884396      0.6896761
  1357.3382701     10.6142457      0.6893816
  1357.3396590     11.8154052      0.6896119
  1357.3410479     10.7271015      0.6893693
  1357.3424368     10.6643240      0.6894999
  1357.3438258     10.3088641      0.6892634
  1357.3452147     10.9287324      0.6893913
  1357.3466036     10.5300232      0.6891978
  1357.3479925     10.6156833      0.6892731
  1357.3493814     11.6431264      0.6896213
  1357.3507703     12.0951486      0.6896263
  1357.3521593     11.4126226      0.6894081
  1357.3535482     10.9625173      0.6894759
  1357.3549371     11.1888279      0.6895111
  1357.3563260     11.2002093      0.6895019
  1357.3577149     10.2445291      0.6892444
  1357.3591038     11.4558720      0.6894883
  1357.3604928     11.1401873      0.6894627
  1357.3618817     11.4866618      0.6895659
  1357.3632706     12.0055349      0.6896139
  1357.3646595     13.1241492      0.6900229
  1357.3660484     13.3635185      0.6899095
  1357.3674373     14.2221570      0.6902876
  1357.3688263     13.4047312      0.6899461
  1357.3702152     15.6300991      0.6908946
  1357.3716041     14.2735532      0.6903101
  1357.3729930     15.7947104      0.6907689
  1357.3743819     15.1257223      0.6905083
  1357.3757708     14.5850448      0.6903416
  1357.3771598     16.7842952      0.6911350
  1357.3785487     15.1111061      0.6905211
  1357.3799376     15.1748421      0.6905162
  1357.3813265     15.3611380      0.6906656
  1357.3827154     15.1421355      0.6905795
  1357.3841043     14.0303501      0.6903834
  1357.3854933     15.2280353      0.6905688
  1357.3868822     12.1587648      0.6897563
  1357.3882711     12.4043639      0.6895486
  1357.3896600     11.2742485      0.6894421
  1357.3910489      9.8815216      0.6891511
  1357.3924378      9.5712281      0.6889023
  1357.3938268      9.3957145      0.6889840
  1357.3952157      9.7022941      0.6890184
  1357.3966046      8.4539317      0.6886113
  1357.3979935      9.9701769      0.6890975
  1357.3993824      8.6331591      0.6888555
  1357.4007713      8.1806577      0.6884665
  1357.4021603      7.8634155      0.6883774
  1357.4035492      7.2576841      0.6884374
  1357.4049381      9.1090224      0.6887444
  1357.4063270      8.7151054      0.6886226
  1357.4077159      8.7027655      0.6886649
  1357.4091048      7.2560068      0.6883261
  1357.4104938      7.9508727      0.6886002
  1357.4118827      9.7915485      0.6888659
  1357.4132716     10.7878424      0.6894397
  1357.4146605     11.3571532      0.6895359
  1357.4160494     12.9510317      0.6899652
  1357.4174383     14.9612308      0.6904968
  1357.4188273     15.1084704      0.6903143
  1357.4202162     16.7636889      0.6909392
  1357.4216051     18.1117287      0.6915232
  1357.4229940     17.3797234      0.6909881
  1357.4243829     17.6721661      0.6911986
  1357.4257718     16.8868479      0.6911212
  1357.4271607     14.9710547      0.6906466
  1357.4285497     13.0636479      0.6900213
  1357.4299386     12.3559629      0.6897398
  1357.4313275     12.6004839      0.6896644
  1357.4327164      8.8462913      0.6887219
  1357.4341053      8.6246530      0.6888044
  1357.4354942      7.2352807      0.6881859
  1357.4368832      3.4565881      0.6872652
  1357.4382721      4.8460203      0.6874532
  1357.4396610      2.8025755      0.6869168
  1357.4410499      3.2695134      0.6870675
  1357.4424388      2.5590130      0.6869399
  1357.4438277      2.2088246      0.6868287
  1357.4452167      0.9057714      0.6865628
  1357.4466056      0.9681895      0.6866168
  1357.4479945      4.4994859      0.6874952
  1357.4493834      4.4104113      0.6874065
  1357.4507723      4.8179262      0.6875240
  1357.4521612      7.0318527      0.6880690
  1357.4535502      9.0493598      0.6887445
  1357.4549391     11.5893342      0.6897217
  1357.4563280     13.8418977      0.6900542
  1357.4577169     15.3340622      0.6905771
  1357.4591058     16.4042755      0.6909146
  1357.4604947     18.7435774      0.6916100
  1357.4618837     18.3808095      0.6913831
  1357.4632726     15.6571749      0.6908005
  1357.4646615     15.6834121      0.6907055
  1357.4660504     14.0792303      0.6902734
  1357.4674393     11.9602488      0.6898439
  1357.4688282      9.5590080      0.6890812
  1357.4702172      5.4307859      0.6878733
  1357.4716061      5.4153311      0.6878023
  1357.4729950      3.4970820      0.6872552
  1357.4743839      1.7119356      0.6867411
  1357.4757728     -0.5225374      0.6861470
  1357.4771617     -1.1583397      0.6861727
  1357.4785507     -0.5602159      0.6861000
  1357.4799396     -1.7758119      0.6857524
  1357.4813285     -0.4615569      0.6861951
  1357.4827174     -0.8371439      0.6859266
  1357.4841063      0.6211160      0.6866270
  1357.4854952      0.3905523      0.6862501
  1357.4868841      1.7234368      0.6867867
  1357.4882731      1.0190465      0.6864690
  1357.4896620      2.8617589      0.6870762
  1357.4910509      1.8040053      0.6868129
  1357.4924398      3.9206506      0.6874860
  1357.4938287      4.7314273      0.6875106
  1357.4952176      5.4077834      0.6878450
  1357.4966066      7.0727060      0.6881460
  1357.4979955      9.5866828      0.6891368
  1357.4993844     10.4565830      0.6894297
  1357.5007733     11.5430897      0.6895743
  1357.5021622     12.9113764      0.6900339
  1357.5035511     12.3164275      0.6898875
  1357.5049401     12.0932318      0.6897603
  1357.5063290     11.4564711      0.6896097
  1357.5077179      9.4811351      0.6888283
  1357.5091068      7.7824276      0.6886273
  1357.5104957      7.5013664      0.6884243
  1357.5118846      3.1572566      0.6871400
  1357.5132736      1.5947668      0.6866388
  1357.5146625     -1.4886406      0.6858635
  1357.5160514     -2.3892107      0.6857761
  1357.5174403     -4.5645602      0.6850154
  1357.5188292     -5.4671670      0.6846809
  1357.5202181     -5.8072919      0.6846593
  1357.5216071     -8.4933678      0.6838841
  1357.5229960     -7.9453822      0.6840440
  1357.5243849     -8.0023492      0.6841572
  1357.5257738     -7.6489261      0.6841858
  1357.5271627     -6.2282249      0.6844164
  1357.5285516     -4.7672095      0.6849891
  1357.5299405     -3.0373528      0.6851670
  1357.5313295     -1.2283055      0.6860271
  1357.5327184      0.8396992      0.6863777
  1357.5341073      2.4762881      0.6869699
  1357.5354962      3.7043437      0.6873493
  1357.5368851      5.2833066      0.6878656
  1357.5382740      5.9428301      0.6880313
  1357.5396630      7.8624570      0.6883854
  1357.5410519      7.6984447      0.6884924
  1357.5424408      8.4834035      0.6886146
  1357.5438297      6.7680433      0.6881146
  1357.5452186      6.1379916      0.6879710
  1357.5466075      5.3487198      0.6877229
  1357.5479965      3.8021041      0.6873392
  1357.5493854      1.2114525      0.6868251
  1357.5507743      1.0238986      0.6865044
  1357.5521632      0.7993251      0.6864035
  1357.5535521     -1.9740883      0.6855807
  1357.5549410     -2.7903160      0.6854980
  1357.5563300     -4.7955432      0.6847935
  1357.5577189     -5.0314382      0.6848659
  1357.5591078     -5.9404545      0.6845810
  1357.5604967     -6.9768230      0.6842542
  1357.5618856     -9.1861371      0.6836670
  1357.5632745     -9.9005311      0.6834470
  1357.5646635    -11.6695638      0.6829065
  1357.5688302    -10.2405961      0.6834645
  1357.5702191    -10.0266253      0.6833409
  1357.5716080     -7.9855167      0.6839657
  1357.5729969     -7.2120591      0.6841051
  1357.5743859     -6.2412236      0.6843428
  1357.5757748     -3.7229339      0.6852822
  1357.5771637     -1.7135735      0.6858108
  1357.5785526     -1.6630759      0.6859607
  1357.5799415     -0.2542952      0.6861864
  1357.5813304      1.3949330      0.6868199
  1357.5827194      1.7869931      0.6868929
  1357.5841083      2.4407660      0.6869413
  1357.5854972      3.6385710      0.6875149
  1357.5868861      4.5799945      0.6874464
  1357.5882750      3.5357189      0.6872509
  1357.5896639      3.3337286      0.6871995
  1357.5910529      2.6832503      0.6870326
  1357.5924418      0.5666050      0.6865902
  1357.5938307     -1.4709095      0.6858904
  1357.5952196     -4.2576212      0.6851731
  1357.5966085     -4.6389588      0.6849289
  1357.5979974     -7.1761777      0.6843212
  1357.5993864     -8.9775575      0.6839457
  1357.6007753    -11.5989391      0.6831720
  1357.6021642    -14.3077778      0.6822404
  1357.6035531    -14.6347841      0.6822435
  1357.6049420    -15.7323128      0.6818216
  1357.6063309    -17.3166669      0.6813306
  1357.6077198    -16.2304597      0.6817534
  1357.6091088    -15.7523201      0.6820146
  1357.6104977    -14.9921009      0.6820515
  1357.6118866    -13.5031112      0.6824166
  1357.6132755    -12.0247241      0.6829204
  1357.6146644    -10.2092672      0.6833405
  1357.6160533     -9.6113830      0.6835229
  1357.6174423     -9.0957446      0.6836111
  1357.6188312     -6.3807958      0.6845145
  1357.6202201     -5.3683283      0.6848176
  1357.6216090     -5.2194114      0.6848944
  1357.6229979     -4.4112704      0.6853120
  1357.6243868     -3.1558994      0.6853986
  1357.6257758     -2.6269627      0.6856556
  1357.6271647      0.1944324      0.6864892
  1357.6285536     -0.5329604      0.6863620
  1357.6299425     -0.5653076      0.6862417
  1357.6313314      0.2290559      0.6865264
  1357.6327203     -0.3649945      0.6863863
  1357.6341093     -0.2308135      0.6861488
  1357.6354982     -3.3620828      0.6855869
  1357.6368871     -5.6799997      0.6846861
  1357.6382760     -9.0526749      0.6838017
  1357.6396649    -10.5335180      0.6833068
  1357.6410538    -13.7126492      0.6823663
  1357.6424427    -15.1253834      0.6822360
  1357.6438317    -16.9917572      0.6813690
  1357.6452206    -17.7213064      0.6812667
  1357.6466095    -19.7143135      0.6805809
  1357.6479984    -20.2082074      0.6806477
  1357.6493873    -20.9720807      0.6805798
  1357.6507762    -20.3756342      0.6805308
  1357.6521652    -19.1719587      0.6810335
  1357.6535541    -17.9479765      0.6814151
  1357.6549430    -17.1107829      0.6813955
  1357.6563319    -15.3024544      0.6820641
  1357.6577208    -13.0306024      0.6826499
  1357.6591097    -13.3184326      0.6825542
  1357.6604987    -10.9888947      0.6832426
  1357.6618876    -10.1810533      0.6835733
  1357.6632765     -8.7001503      0.6838857
  1357.6646654     -6.4529780      0.6846534
  1357.6660543     -5.3952244      0.6849291
  1357.6674432     -3.7374302      0.6853839
  1357.6688322     -3.5686257      0.6854546
  1357.6702211     -2.8092452      0.6856630
  1357.6716100     -2.8345838      0.6857658
  1357.6729989     -3.8608288      0.6854035
  1357.6743878     -3.8005672      0.6854939
  1357.6757767     -4.2235368      0.6850958
  1357.6771656     -6.2876479      0.6845717
  1357.6785546     -9.9731925      0.6832605
  1357.6799435    -11.1935208      0.6832209
  1357.6813324    -13.6938998      0.6824111
  1357.6827213    -15.2518370      0.6819824
  1357.6854991    -19.5465274      0.6808387
  1357.6868881    -21.3401799      0.6802143
  1357.6882770    -21.3208315      0.6802788
  1357.6896659    -22.0077902      0.6800986
  1357.6910548    -22.1080067      0.6799835
  1357.6924437    -21.7886679      0.6802249
  1357.6938326    -22.0810507      0.6800952
  1357.6952216    -20.1688517      0.6806661
  1357.6966105    -19.9058210      0.6805800
  1357.6979994    -19.2593561      0.6809859
  1357.6993883    -17.7048932      0.6815592
  1357.7007772    -14.7255360      0.6821173
  1357.7021661    -13.0092772      0.6826805
  1357.7035550    -11.8474135      0.6829399
  1357.7049440    -10.2679714      0.6833834
  1357.7063329     -7.7878393      0.6841234
  1357.7077218     -7.0552950      0.6844142
  1357.7091107     -6.0766123      0.6848156
  1357.7104996     -4.7457046      0.6851033
  1357.7118885     -3.7565989      0.6854436
  1357.7132775     -4.2916457      0.6852231
  1357.7146664     -4.6339869      0.6850978
  1357.7160553     -6.3607286      0.6850665
  1357.7174442     -9.1563657      0.6838484
  1357.7188331    -11.2964328      0.6832491
  1357.7202220    -12.7873394      0.6827101
  1357.7216110    -14.9186009      0.6823260
  1357.7229999    -17.1355824      0.6814993
  1357.7243888    -19.5395188      0.6809147
  1357.7257777    -20.6948532      0.6804896
  1357.7271666    -23.0677003      0.6797241
  1357.7285555    -22.1671302      0.6799199
  1357.7299444    -21.5543304      0.6802332
  1357.7313334    -21.6530492      0.6802190
  1357.7327223    -21.7826777      0.6804164
  1357.7341112    -20.7441527      0.6804909
  1357.7355001    -20.4100180      0.6805749
  1357.7368890    -17.9572014      0.6812228
  1357.7382779    -16.7894074      0.6814917
  1357.7396669    -16.5931078      0.6815183
  1357.7410558    -15.0058784      0.6823111
  1357.7424447    -14.7551277      0.6823879
  1357.7438336    -14.0928486      0.6825516
  1357.7452225    -13.6435819      0.6824363
  1357.7466114    -12.4382891      0.6827522
  1357.7480004    -11.1454193      0.6832052
  1357.7493893    -11.4636199      0.6831408
  1357.7507782     -9.3122313      0.6837862
  1357.7521671     -8.9978045      0.6836958
  1357.7535560    -10.0964713      0.6836036
  1357.7549449    -10.7759423      0.6832621
  1357.7563338    -10.1060557      0.6834920
  1357.7577228    -12.5770227      0.6829031
  1357.7591117    -12.0738439      0.6830263
  1357.7605006    -15.4680840      0.6822982
  1357.7618895    -14.8971559      0.6821253
  1357.7632784    -16.4988217      0.6819515
  1357.7646673    -17.0235053      0.6815917
  1357.7660563    -18.8182361      0.6812184
  1357.7674452    -18.6965746      0.6811582
  1357.7688341    -21.2536212      0.6804292
  1357.7702230    -20.6959913      0.6805780
  1357.7716119    -21.7590762      0.6802387
  1357.7730008    -20.1711879      0.6807802
  1357.7743898    -18.4636149      0.6812372
  1357.7757787    -20.2020974      0.6807411
  1357.7771676    -18.5544267      0.6811461
  1357.7785565    -18.5165684      0.6811029
  1357.7799454    -17.6343883      0.6814260
  1357.7813343    -17.2217218      0.6815823
  1357.7827232    -15.6928372      0.6820790
  1357.7841122    -15.2875986      0.6821665
  1357.7855011    -14.0642153      0.6823381
  1357.7868900    -12.9180461      0.6827648
  1357.7882789    -13.2402003      0.6826362
  1357.7896678    -11.2107726      0.6830940
  1357.7910567    -11.6960406      0.6830621
  1357.7924457    -12.2656509      0.6827961
  1357.7938346    -10.7010046      0.6835272
  1357.7952235    -11.0548471      0.6832368
  1357.7966124    -11.4312727      0.6830037
  1357.7980013    -11.6009158      0.6831002
  1357.7993902    -12.2794284      0.6829738
  1357.8007792    -11.3804157      0.6831880
  1357.8021681    -12.6719078      0.6827393
  1357.8035570    -12.7751793      0.6826743
  1357.8049459    -14.2311629      0.6825348
  1357.8063348    -14.2396690      0.6823227
  1357.8077237    -15.4078224      0.6821241
  1357.8091126    -16.0740550      0.6819084
  1357.8105016    -16.4753999      0.6818965
  1357.8118905    -16.8636263      0.6815181
  1357.8132794    -17.1169528      0.6814803
  1357.8146683    -17.9817613      0.6813619
  1357.8160572    -18.4580440      0.6812995
  1357.8174461    -17.4982305      0.6814206
  1357.8188351    -18.2876221      0.6811632
  1357.8202240    -18.5277103      0.6812040
  1357.8216129    -16.5246396      0.6816003
  1357.8230018    -16.7338182      0.6817021
  1357.8243907    -16.0854364      0.6819674
  1357.8257796    -14.4173989      0.6823275
  1357.8271685    -12.9800449      0.6827071
  1357.8285575    -13.7462543      0.6825305
  1357.8299464    -11.9146238      0.6829921
  1357.8313353    -10.9933874      0.6833066
  1357.8327242     -9.3960345      0.6837094
  1357.8341131     -7.4139895      0.6842408
  1357.8355020     -8.6406075      0.6838693
  1357.8368910     -8.7881467      0.6839885
  1357.8382799     -7.2022950      0.6845212
  1357.8396688     -8.5896307      0.6838406
  1357.8410577     -8.5057676      0.6841192
  1357.8424466     -8.0455387      0.6841617
  1357.8438355     -9.0742996      0.6836594
  1357.8452245     -9.1994953      0.6839500
  1357.8466134     -8.4759363      0.6837099
  1357.8480023    -10.6246892      0.6834794
  1357.8493912    -12.0500627      0.6829700
  1357.8507801    -13.9876603      0.6823213
  1357.8521690    -13.2060560      0.6825630
  1357.8535579    -15.9380170      0.6819808
  1357.8549469    -15.3945241      0.6819472
  1357.8563358    -16.6056274      0.6818354
  1357.8577247    -16.9625249      0.6815517
  1357.8591136    -17.7337661      0.6813787
  1357.8605025    -17.0937707      0.6812666
  1357.8618914    -18.0265682      0.6812995
  1357.8632804    -17.4338356      0.6813379
  1357.8646693    -16.2300404      0.6818343
  1357.8660582    -15.7014032      0.6819365
  1357.8674471    -14.5557731      0.6823257
  1357.8688360    -12.8933664      0.6826852
  1357.8702249    -10.9716429      0.6832186
  1357.8716138     -9.3180418      0.6838466
  1357.8730028     -8.4642553      0.6841592
  1357.8743917     -6.0608580      0.6845688
  1357.8757806     -7.7891572      0.6841840
  1357.8771695     -7.8373186      0.6841108
  1357.8785584     -6.6495772      0.6845144
  1357.8799473     -7.2641141      0.6843796
  1357.8813363     -6.7672850      0.6846490
  1357.8827252     -6.3385648      0.6847275
  1357.8841141     -8.1733102      0.6840037
  1357.8855030     -8.3806318      0.6838719
  1357.8868919     -8.3079105      0.6840188
  1357.8882808     -9.3657839      0.6836850
  1357.8896698     -9.6056324      0.6834198
  1357.8910587     -9.9691192      0.6835694
  1357.8924476    -10.3968211      0.6833775
  1357.8938365    -11.3753839      0.6831734
  1357.8952254    -11.8457961      0.6830168
  1357.8966143    -12.8892331      0.6826710
  1357.8980032    -13.1012870      0.6825635
  1357.8993922    -13.6298643      0.6826052
  1357.9007811    -13.1067381      0.6826153
  1357.9021700    -12.8309482      0.6829059
  1357.9035589    -11.2714536      0.6831423
  1357.9049478    -10.5435816      0.6831374
  1357.9063367    -11.1609938      0.6832736
  1357.9077257    -10.3263162      0.6835981
  1357.9091146     -8.7142273      0.6837630
  1357.9105035     -7.5417610      0.6840261
  1357.9118924     -8.0695595      0.6841846
  1357.9132813     -6.1742530      0.6845479
  1357.9146702     -6.5020979      0.6846816
  1357.9160591     -5.0004088      0.6848853
  1357.9174481     -3.7551014      0.6854841
  1357.9188370     -5.4755533      0.6848467
  1357.9202259     -5.0691167      0.6850137
  1357.9216148     -3.7967933      0.6854399
  1357.9230037     -3.7258691      0.6854126
  1357.9243926     -3.0695802      0.6855138
  1357.9257816     -2.7962464      0.6857463
  1357.9271705     -2.4606741      0.6857075
  1357.9285594     -3.3884997      0.6855497
  1357.9299483     -3.4695474      0.6854875
  1357.9313372     -4.1995160      0.6853168
  1357.9327261     -5.8247234      0.6849760
  1357.9341150     -5.7081537      0.6847994
  1357.9355040     -6.5223448      0.6843780
  1357.9368929     -7.6321534      0.6843345
  1357.9382818     -6.8493511      0.6844140
  1357.9396707     -7.1511984      0.6845031
  1357.9410596     -8.0854336      0.6841034
  1357.9424485     -9.2107569      0.6838367
  1357.9438375     -9.2799440      0.6839693
  1357.9452264     -8.9749817      0.6838702
  1357.9466153     -8.7583753      0.6840583
  1357.9480042     -5.0976901      0.6849739
  1357.9493931     -7.3500139      0.6846004
  1357.9507820     -5.1684346      0.6850252
  1357.9521709     -5.1654395      0.6850382
  1357.9535599     -5.4241572      0.6848755
  1357.9549488     -5.0242499      0.6849866
  1357.9563377     -3.4139582      0.6855388
  1357.9577266     -4.5525798      0.6852762
  1357.9591155     -2.2612595      0.6858139
  1357.9605044     -2.9158711      0.6857183
  1357.9618934     -1.6757751      0.6860258
  1357.9632823     -1.9432386      0.6859194
  1357.9646712     -2.7023197      0.6859221
  1357.9660601     -2.9575631      0.6857590
  1357.9674490     -2.4199406      0.6859307
  1357.9688379     -3.2063969      0.6856666
  1357.9702269     -2.6197744      0.6859412
  1357.9716158     -1.8474549      0.6860102
  1357.9730047     -1.3934559      0.6861084
  1357.9743936     -2.2072876      0.6858953
  1357.9757825     -2.0634624      0.6859539
  1357.9771714     -1.4356870      0.6860684
  1357.9785603     -1.7463400      0.6858721
  1357.9799493     -2.1219270      0.6858408
  1357.9813382     -1.3093532      0.6860997
  1357.9827271     -2.1434918      0.6859851
  1357.9841160     -3.0111756      0.6858642
  1357.9855049     -3.4927895      0.6856305
  1357.9868938     -5.0216741      0.6851418
  1357.9882828     -4.5624037      0.6854126
  1357.9896717     -4.0818081      0.6853803
  1357.9910606     -4.5491054      0.6853700
  1357.9924495     -4.3722741      0.6854808
  1357.9938384     -4.8180665      0.6852051
  1357.9952273     -3.8898814      0.6854244
  1357.9966162     -3.1686585      0.6854975
  1357.9980052     -1.6987776      0.6861917
  1357.9993941     -2.2347229      0.6860996
  1358.0007830     -1.1239558      0.6865275
  1358.0021719     -0.3533735      0.6865730
  1358.0035608     -0.0833342      0.6865732
  1358.0063387      0.8322114      0.6868563
  1358.0077276      0.9382983      0.6869647
  1358.0118943      3.4423313      0.6874933
  1358.0132832      4.0493206      0.6876686
  1358.0146721      1.0607385      0.6870074
  1358.0160611      4.0177522      0.6878927
  1358.0174500      2.9132149      0.6874287
  1358.0188389      4.2866533      0.6879548
  1358.0202278      3.4153154      0.6875653
  1358.0216167      2.3355777      0.6872547
  1358.0230056      1.9221924      0.6872847
  1358.0243946      0.6369302      0.6869217
  1358.0257835      1.6558072      0.6870378
  1358.0271724      0.6596331      0.6867556
  1358.0299502      0.6273458      0.6868111
  1358.0313391     -0.4411902      0.6864666
  1358.0327280     -0.4795875      0.6864518
  1358.0341170     -0.0420017      0.6866090
  1358.0355059     -0.7430974      0.6863510
  1358.0368948     -0.7283615      0.6864856
  1358.0382837     -1.7354977      0.6860907
  1358.0396726      0.4096611      0.6867556
  1358.0410615     -0.0682389      0.6866855
  1358.0424504     -0.7029030      0.6861950
  1358.0438394     -0.3311498      0.6865629
  1358.0452283      0.6584950      0.6868944
  1358.0466172      1.8472547      0.6872421
  1358.0480061      2.2038527      0.6873836
  1358.0493950      2.1059126      0.6871839
  1358.0507839      2.5006683      0.6873173
  1358.0521729      2.6695926      0.6873314
  1358.0535618      5.2153775      0.6882103
  1358.0549507      4.4583331      0.6880526
  1358.0563396      4.9149678      0.6881011
  1358.0577285      3.6171260      0.6878640
  1358.0591174      5.7579719      0.6881939
  1358.0605063      4.5199725      0.6879502
  1358.0618953      6.0615564      0.6884161
  1358.0632842      6.3855076      0.6883521
  1358.0646731      6.8100946      0.6885233
  1358.0660620      6.5347840      0.6884281
  1358.0674509      6.8477132      0.6886064
  1358.0688398      4.8965179      0.6880549
  1358.0702288      5.3981991      0.6879165
  1358.0716177      3.6378522      0.6876227
  1358.0730066      3.3754205      0.6873329
  1358.0743955      2.1461669      0.6871861
  1358.0757844      2.9416086      0.6874194
  1358.0771733      0.7369070      0.6868004
  1358.0785622      0.3483811      0.6866391
  1358.0799512     -1.2534644      0.6865009
  1358.0813401     -0.9913922      0.6862061
  1358.0827290     -0.8094691      0.6866201
  1358.0841179     -0.5681829      0.6862631
  1358.0855068     -0.3534334      0.6865589
  1358.0868957      0.1657392      0.6867091
  1358.0882847      0.5821196      0.6868454
  1358.0896736      2.3014934      0.6873842
  1358.0910625      4.0837644      0.6879903
  1358.0924514      3.7729317      0.6877909
  1358.0938403      5.7293386      0.6882750
  1358.0952292      7.5495278      0.6886913
  1358.0966181      8.2816528      0.6890840
  1358.0980071      8.2689536      0.6891738
  1358.0993960      8.1051809      0.6890085
  1358.1007849      8.4165527      0.6890328
  1358.1021738      9.5923136      0.6894245
  1358.1035627      9.1232792      0.6892934
  1358.1049516      8.0687603      0.6889729
  1358.1063406      7.2622367      0.6888191
  1358.1077295      7.2791291      0.6887057
  1358.1091184      7.5969703      0.6888439
  1358.1105073      5.7427567      0.6883189
  1358.1118962      4.8593186      0.6881243
  1358.1132851      4.6422928      0.6881568
  1358.1146740      4.0790321      0.6877181
  1358.1160630      4.1700835      0.6877690
  1358.1174519      3.2581919      0.6876839
  1358.1188408      1.8294039      0.6871940
  1358.1202297      1.5983610      0.6871514
  1358.1216186      2.1888173      0.6872689
  1358.1230075      2.9699423      0.6873349
  1358.1243964      0.9415929      0.6872522
  1358.1257854      1.8043647      0.6870471
  1358.1271743      3.4255587      0.6876680
  1358.1285632      4.6188111      0.6880812
  1358.1299521      5.3049912      0.6880281
  1358.1313410      5.3893335      0.6880582
  1358.1327299      5.9681089      0.6884500
  1358.1341189      8.3653962      0.6889036
  1358.1355078      8.2784181      0.6888307
  1358.1368967      8.1280635      0.6889427
  1358.1382856      8.6571200      0.6889680
