# TBJD-2450000      FLUX           FLUX_ERR
  1379.0940048      3.9151396      0.6942829
  1379.0953937      3.7502288      0.6942412
  1379.0967826      2.6153810      0.6940997
  1379.0981715      2.4348956      0.6938141
  1379.0995603      3.8863267      0.6941017
  1379.1009492      2.3061657      0.6941532
  1379.1023381      4.5678942      0.6944647
  1379.1037270      6.4041971      0.6950006
  1379.1051159      8.5666676      0.6956974
  1379.1065048      9.8247343      0.6961621
  1379.1078936     11.0707007      0.6964019
  1379.1092825     14.5205900      0.6973660
  1379.1106714     14.0539516      0.6970931
  1379.1120603     15.2742798      0.6978111
  1379.1134492     15.8362825      0.6978641
  1379.1148381     14.7416292      0.6977683
  1379.1162269     16.2282827      0.6980626
  1379.1176158     14.6427905      0.6973857
  1379.1190047     13.8766410      0.6973016
  1379.1203936     12.5454936      0.6971681
  1379.1217825     12.2360387      0.6967943
  1379.1231714     12.0536963      0.6967474
  1379.1245602      9.2608147      0.6960384
  1379.1259491      9.2231961      0.6959988
  1379.1273380      9.5322916      0.6962451
  1379.1287269      7.6022417      0.6954022
  1379.1301158      8.8436556      0.6959529
  1379.1315047      7.7366623      0.6955689
  1379.1328935      8.1941956      0.6956160
  1379.1342824      7.6008041      0.6955403
  1379.1356713      8.2060562      0.6958427
  1379.1370602      7.4744104      0.6956210
  1379.1384491      6.9166008      0.6952064
  1379.1398380      9.0758366      0.6960651
  1379.1412268      7.3090802      0.6956056
  1379.1426157      8.5728975      0.6960801
  1379.1440046      9.1834210      0.6961360
  1379.1453935     10.4608960      0.6966304
  1379.1467824     10.0195363      0.6961869
  1379.1481713     12.1237819      0.6969204
  1379.1495601     11.8567378      0.6967352
  1379.1509490     12.9247945      0.6971193
  1379.1523379     14.1733966      0.6974428
  1379.1537268     14.4009053      0.6976481
  1379.1551157     14.4872843      0.6975979
  1379.1565046     16.0213804      0.6980365
  1379.1578934     15.4507518      0.6979218
  1379.1592823     15.2427712      0.6979010
  1379.1606712     16.4162559      0.6982809
  1379.1620601     15.2322284      0.6978619
  1379.1634490     14.1450030      0.6976517
  1379.1648379     13.4720613      0.6973478
  1379.1662267     12.3089996      0.6968667
  1379.1676156     12.4782833      0.6971038
  1379.1690045     11.4991214      0.6967722
  1379.1703934     10.9540111      0.6966329
  1379.1717823      8.9338683      0.6961242
  1379.1731712      8.5489366      0.6959864
  1379.1745600      7.7637381      0.6955614
  1379.1759489      6.6681264      0.6956079
  1379.1773378      7.1808894      0.6955515
  1379.1787267      5.2368225      0.6950084
  1379.1801156      7.4801610      0.6956210
  1379.1815044      8.1716723      0.6958302
  1379.1828933      7.1299726      0.6954952
  1379.1842822      9.8715778      0.6963353
  1379.1856711      9.7050496      0.6962147
  1379.1870600     12.1265374      0.6971526
  1379.1884489     14.8293260      0.6976798
  1379.1898377     15.0689350      0.6976931
  1379.1912266     18.7292009      0.6985904
  1379.1926155     19.0078660      0.6987769
  1379.1940044     20.0401013      0.6989134
  1379.1953933     19.4810937      0.6988798
  1379.1967822     20.5027861      0.6990954
  1379.1981710     18.7704136      0.6985904
  1379.1995599     18.5841177      0.6988460
  1379.2009488     17.6356257      0.6984653
  1379.2023377     15.8877985      0.6980174
  1379.2037266     14.0280738      0.6973616
  1379.2051155     12.4284446      0.6969662
  1379.2065043     10.1541966      0.6962730
  1379.2078932      9.1343012      0.6959548
  1379.2092821      8.2611663      0.6958508
  1379.2106710      9.2739932      0.6960067
  1379.2120599      6.1524880      0.6952308
  1379.2134488      7.7664937      0.6956198
  1379.2148376      7.4251707      0.6955694
  1379.2162265      6.9751852      0.6953323
  1379.2176154      7.1066107      0.6954829
  1379.2190043      9.4381253      0.6959301
  1379.2203932     11.4652168      0.6966999
  1379.2217821     12.8497969      0.6970783
  1379.2231709     13.2401199      0.6971094
  1379.2245598     14.9184606      0.6978016
  1379.2259487     16.2880652      0.6980173
  1379.2273376     16.9594494      0.6983205
  1379.2287265     18.5149905      0.6985065
  1379.2301154     18.9166948      0.6986694
  1379.2315042     19.2676021      0.6987699
  1379.2328931     16.6422072      0.6979892
  1379.2342820     16.8416816      0.6979837
  1379.2356709     16.0363560      0.6978422
  1379.2370598     17.2838798      0.6981594
  1379.2384487     15.7017421      0.6977373
  1379.2398375     14.3171620      0.6973323
  1379.2412264     14.8795241      0.6975253
  1379.2426153     15.0764827      0.6973745
  1379.2440042     16.0229379      0.6976163
  1379.2453931     13.4072471      0.6970180
  1379.2467820     14.3687977      0.6972191
  1379.2481708     13.3200294      0.6970129
  1379.2495597     13.6977729      0.6970011
  1379.2509486     13.1701541      0.6969286
  1379.2523375     11.5614198      0.6964154
  1379.2537264     11.7043465      0.6963944
  1379.2551153      8.7902228      0.6958747
  1379.2565041      8.1188386      0.6956555
  1379.2578930      9.2828587      0.6956293
  1379.2592819      7.8528727      0.6953153
  1379.2606708      7.0114859      0.6952012
  1379.2620597      8.5646310      0.6956128
  1379.2634486     10.2888568      0.6960410
  1379.2648374      9.6343650      0.6957080
  1379.2662263     12.2057282      0.6965296
  1379.2676152     12.8295500      0.6967898
  1379.2690041     11.8986693      0.6963621
  1379.2703930     13.9545139      0.6967808
  1379.2717819     14.6066096      0.6970709
  1379.2731707     14.1924455      0.6970066
  1379.2745596     15.8483828      0.6974795
  1379.2759485     16.6849773      0.6977273
  1379.2773374     15.3907298      0.6973024
  1379.2787263     16.5200066      0.6976479
  1379.2801152     15.7421162      0.6974898
  1379.2815040     14.8390302      0.6973695
  1379.2828929     15.5551015      0.6971377
  1379.2842818     15.5596540      0.6973675
  1379.2856707     13.5504134      0.6967590
  1379.2870596     13.6742912      0.6967920
  1379.2884485     11.4672535      0.6960333
  1379.2898373     10.3462431      0.6958830
  1379.2912262     10.8799720      0.6960576
  1379.2926151      7.9434448      0.6953148
  1379.2940040      6.7174858      0.6949152
  1379.2953929      7.3292074      0.6950685
  1379.2967818      6.4043169      0.6948804
  1379.2981706      7.0453906      0.6948505
  1379.2995595      7.5474911      0.6950366
  1379.3009484      7.1045740      0.6950401
  1379.3023373     10.5491919      0.6958556
  1379.3037262      9.3280250      0.6954848
  1379.3051151     11.2090748      0.6958957
  1379.3065039     10.0012063      0.6957543
  1379.3078928     11.3998035      0.6959950
  1379.3092817     11.1058034      0.6960756
  1379.3106706     10.0627858      0.6956164
  1379.3120595     10.4720378      0.6959027
  1379.3134484     11.1810406      0.6960293
  1379.3148372     10.0218126      0.6959011
  1379.3162261      9.3285042      0.6954243
  1379.3176150     11.3255248      0.6959131
  1379.3190039     11.6261142      0.6959476
  1379.3203928     12.7697676      0.6964629
  1379.3217817     12.5372271      0.6963230
  1379.3231705     12.3194226      0.6961653
  1379.3245594     11.9961902      0.6963468
  1379.3259483     13.3061321      0.6966288
  1379.3273372     12.9533080      0.6963339
  1379.3287261     11.8791412      0.6961103
  1379.3301149     10.7792164      0.6958059
  1379.3315038     10.6867274      0.6955529
  1379.3328927      9.5660765      0.6955717
  1379.3342816      9.6556902      0.6954495
  1379.3356705      8.3002225      0.6951075
  1379.3370594      7.2816450      0.6946720
  1379.3384482      4.7811462      0.6939242
  1379.3398371      3.4014181      0.6933769
  1379.3412260      3.1125097      0.6935283
  1379.3426149      2.2904713      0.6933457
  1379.3440038      2.5897429      0.6934744
  1379.3453927      1.3335931      0.6932020
  1379.3467815      2.0915360      0.6930132
  1379.3481704      2.7763982      0.6933220
  1379.3495593      1.2249305      0.6930655
  1379.3509482      4.4303587      0.6941572
  1379.3523371      6.1205002      0.6945199
  1379.3537260      7.3772490      0.6947484
  1379.3551148      8.7783621      0.6950624
  1379.3565037      9.5007830      0.6954888
  1379.3578926     12.2603590      0.6963428
  1379.3592815     14.5687513      0.6968235
  1379.3606704     14.8708982      0.6971343
  1379.3620593     14.1202034      0.6966234
  1379.3634481     13.1047408      0.6964016
  1379.3648370     13.7328756      0.6967278
  1379.3676148     10.5588960      0.6958035
  1379.3690037      8.7821959      0.6952425
  1379.3703926      7.7014398      0.6950538
  1379.3717814      6.2242508      0.6945681
  1379.3745592      2.8340841      0.6936223
  1379.3759481      0.9024768      0.6932096
  1379.3773370      0.0860094      0.6927291
  1379.3787259     -2.0207521      0.6919950
  1379.3801147     -2.2624576      0.6922649
  1379.3815036     -2.9512134      0.6917988
  1379.3828925     -3.5137553      0.6917245
  1379.3842814     -2.6059969      0.6921375
  1379.3856703     -0.9287344      0.6926253
  1379.3870592      0.1871842      0.6928045
  1379.3884480      1.0213827      0.6930323
  1379.3898369      1.8475543      0.6935694
  1379.3912258      1.9498074      0.6934060
  1379.3926147      3.1472529      0.6939222
  1379.3940036      4.9678015      0.6943141
  1379.3953925      5.9591236      0.6946371
  1379.3967813      4.1247375      0.6940884
  1379.3981702      5.9581651      0.6945279
  1379.3995591      7.2740973      0.6949860
  1379.4009480      7.6502833      0.6949922
  1379.4023369      5.7736662      0.6944699
  1379.4037257      7.3895888      0.6950062
  1379.4051146      6.1590772      0.6945361
  1379.4065035      4.3633281      0.6941691
  1379.4078924      4.4729492      0.6943832
  1379.4092813      3.2304571      0.6937916
  1379.4106702      2.1947476      0.6934699
  1379.4120590     -0.2362646      0.6926944
  1379.4134479     -0.1528807      0.6928998
  1379.4148368     -2.4188024      0.6922163
  1379.4162257     -2.8601021      0.6922927
  1379.4176146     -4.3534648      0.6918812
  1379.4190035     -3.6741735      0.6918228
  1379.4203923     -4.5837888      0.6918339
  1379.4217812     -1.9327557      0.6924191
  1379.4231701     -1.0411110      0.6928501
  1379.4245590     -0.6675008      0.6928858
  1379.4259479      0.9727421      0.6933683
  1379.4273368     -0.3126999      0.6932007
  1379.4287256     -0.0893844      0.6932043
  1379.4301145      0.8916345      0.6933612
  1379.4315034     -1.0618372      0.6930211
  1379.4328923     -1.5862213      0.6927402
  1379.4342812     -1.7120160      0.6925737
  1379.4356701     -2.5995274      0.6923946
  1379.4370589     -1.1285683      0.6928272
  1379.4384478     -2.6334920      0.6924846
  1379.4398367     -1.0943641      0.6928366
  1379.4412256     -1.0864570      0.6929338
  1379.4426145     -2.6097108      0.6924514
  1379.4440034     -2.4215579      0.6926916
  1379.4453922     -2.7916339      0.6923871
  1379.4467811     -2.6140837      0.6924946
  1379.4481700     -2.5168624      0.6925574
  1379.4495589     -3.6014522      0.6921225
  1379.4509478     -2.5785617      0.6925200
  1379.4523367     -3.6225976      0.6920713
  1379.4537255     -3.8836516      0.6920498
  1379.4551144     -3.1785424      0.6924894
  1379.4565033     -4.4074367      0.6920382
  1379.4578922     -5.6453163      0.6917599
  1379.4592811     -4.2928437      0.6921950
  1379.4606700     -3.6901075      0.6923433
  1379.4620588     -3.7637872      0.6922107
  1379.4634477     -6.1089595      0.6916258
  1379.4648366     -5.4159506      0.6917799
  1379.4662255     -7.5062989      0.6912772
  1379.4676144     -7.4595152      0.6912869
  1379.4690032     -8.4123800      0.6910236
  1379.4703921     -9.1186872      0.6907575
  1379.4717810    -10.8275181      0.6902825
  1379.4731699     -9.5699307      0.6907497
  1379.4745588     -8.4492798      0.6909320
  1379.4759477     -9.8624932      0.6905876
  1379.4773365     -7.5334945      0.6913401
  1379.4787254     -7.5605703      0.6913037
  1379.4801143     -5.4545277      0.6917854
  1379.4815032     -4.9385897      0.6921404
  1379.4828921     -4.2243155      0.6922239
  1379.4842810     -3.9933325      0.6923264
  1379.4856698     -4.7578647      0.6924669
  1379.4870587     -5.1139236      0.6920121
  1379.4884476     -6.0561258      0.6919501
  1379.4898365     -6.7726163      0.6917886
  1379.4912254     -7.2763342      0.6915328
  1379.4926143     -6.8763071      0.6913015
  1379.4940031     -7.9577221      0.6912466
  1379.4953920     -6.5503192      0.6917510
  1379.4967809     -8.3431929      0.6913303
  1379.4981698     -9.3357729      0.6910677
  1379.4995587     -9.5669955      0.6909409
  1379.5009476     -9.8459602      0.6909970
  1379.5023364     -9.5069735      0.6908796
  1379.5037253     -9.1258755      0.6913160
  1379.5051142     -8.8661394      0.6915322
  1379.5065031     -9.3106738      0.6911824
  1379.5078920     -8.0157673      0.6914491
  1379.5092809    -10.1413980      0.6910090
  1379.5106697    -10.3677685      0.6908751
  1379.5120586     -9.2884501      0.6911770
  1379.5134475     -9.4840908      0.6910184
  1379.5148364    -11.0206429      0.6909328
  1379.5162253    -10.7810340      0.6907417
  1379.5176141    -10.9601417      0.6906725
  1379.5190030    -11.7998511      0.6904862
  1379.5203919    -11.2840929      0.6907518
  1379.5217808    -11.4017409      0.6907136
  1379.5231697    -11.1651271      0.6907935
  1379.5245586    -10.7866648      0.6909561
  1379.5259474    -11.2031051      0.6906252
  1379.5273363    -11.2135880      0.6908102
  1379.5287252    -12.0344283      0.6905893
  1379.5301141    -11.0357982      0.6908939
  1379.5315030    -12.2648721      0.6906445
  1379.5328919    -11.2080171      0.6908612
  1379.5342807    -11.2975709      0.6908473
  1379.5356696    -10.5609532      0.6911023
  1379.5370585    -10.8177541      0.6908262
  1379.5384474     -9.3775846      0.6912695
  1379.5398363     -8.8018044      0.6914100
  1379.5412252    -10.1825508      0.6913185
  1379.5426140     -8.4771942      0.6916751
  1379.5440029     -8.5808850      0.6916423
  1379.5453918     -8.9532971      0.6915925
  1379.5467807     -9.8708795      0.6914525
  1379.5481696    -10.7450328      0.6911745
  1379.5495585    -12.0637804      0.6907186
  1379.5509473    -13.8566541      0.6903560
  1379.5523362    -14.3051421      0.6899386
  1379.5537251    -15.4660474      0.6897383
  1379.5551140    -15.9799486      0.6896460
  1379.5565029    -15.7746636      0.6898309
  1379.5578918    -14.3721128      0.6901947
  1379.5592806    -16.1003521      0.6896508
  1379.5606695    -15.0005471      0.6902197
  1379.5620584    -14.9162647      0.6899851
  1379.5634473    -14.8113759      0.6900454
  1379.5648362    -12.9742943      0.6906030
  1379.5662250    -13.3232847      0.6905357
  1379.5676139    -13.2197137      0.6906240
  1379.5690028    -11.3379450      0.6908603
  1379.5703917    -12.3063844      0.6908633
  1379.5717806    -12.4231937      0.6907860
  1379.5731695    -12.1490212      0.6909098
  1379.5745583    -10.9697859      0.6911620
  1379.5759472    -10.6802784      0.6913457
  1379.5773361    -10.5882087      0.6915142
  1379.5787250     -9.3925003      0.6916525
  1379.5801139     -8.5129558      0.6919148
  1379.5815028     -9.5246446      0.6918978
  1379.5828916     -9.2755711      0.6918109
  1379.5842805     -9.5499234      0.6917611
  1379.5856694     -9.9289248      0.6914696
  1379.5870583     -9.4136458      0.6918697
  1379.5884472    -11.8418426      0.6909918
  1379.5898361    -11.7126934      0.6909214
  1379.5912249    -14.8811021      0.6899166
  1379.5926138    -15.5222356      0.6898530
  1379.5940027    -18.1345120      0.6890227
  1379.5953916    -15.7311746      0.6897889
  1379.5967805    -16.7661654      0.6895133
  1379.5981694    -18.1779411      0.6893955
  1379.5995582    -17.4158650      0.6893552
  1379.6009471    -16.4667740      0.6895179
  1379.6023360    -16.2148851      0.6896818
  1379.6037249    -16.1110746      0.6897555
  1379.6051138    -15.0514041      0.6901211
  1379.6065026    -14.5461288      0.6901863
  1379.6078915    -15.8156967      0.6900148
  1379.6092804    -13.9460282      0.6904173
  1379.6106693    -12.7969837      0.6908186
  1379.6120582    -13.8955906      0.6904938
  1379.6134471    -11.2756467      0.6910559
  1379.6148359    -12.8910302      0.6907003
  1379.6162248    -13.1420804      0.6907082
  1379.6176137    -13.4120598      0.6907362
  1379.6190026    -12.4748894      0.6907738
  1379.6203915    -11.9514637      0.6910525
  1379.6217804    -12.5392843      0.6910004
  1379.6231692    -13.7322372      0.6905485
  1379.6245581    -12.6622036      0.6909033
  1379.6259470    -12.6025410      0.6909262
  1379.6273359    -12.9992136      0.6907951
  1379.6287248    -13.1964716      0.6905438
  1379.6301137    -12.2126374      0.6910345
  1379.6315025    -12.6181156      0.6907006
  1379.6328914    -14.3265272      0.6904818
  1379.6342803    -14.3326971      0.6904042
  1379.6356692    -14.9840740      0.6904254
  1379.6370581    -15.0788393      0.6900009
  1379.6384470    -15.4363957      0.6901220
  1379.6398358    -14.7569247      0.6901889
  1379.6412247    -15.0195361      0.6899489
  1379.6426136    -16.0946614      0.6899544
  1379.6440025    -15.5013298      0.6901017
  1379.6453914    -15.4558041      0.6899352
  1379.6467802    -15.2693883      0.6900215
  1379.6481691    -15.6840316      0.6902103
  1379.6495580    -15.0498467      0.6900144
  1379.6509469    -13.8778595      0.6904027
  1379.6523358    -15.8468458      0.6898821
  1379.6537247    -14.2793243      0.6903069
  1379.6551135    -13.4158935      0.6906068
  1379.6565024    -13.0560009      0.6907554
  1379.6578913    -12.4656045      0.6906821
  1379.6592802    -13.7405636      0.6904775
  1379.6606691    -11.6724990      0.6910499
  1379.6620580    -13.3283164      0.6904986
  1379.6634468    -13.2280401      0.6906208
  1379.6648357    -14.0020967      0.6903668
  1379.6662246    -14.2595565      0.6902996
  1379.6676135    -14.4118879      0.6901965
  1379.6690024    -13.4828043      0.6906252
  1379.6703913    -12.5563564      0.6907265
  1379.6717801    -12.7504396      0.6907073
  1379.6731690    -12.6590887      0.6908353
  1379.6745579    -10.8508201      0.6910441
  1379.6759468    -10.4330619      0.6911533
  1379.6773357     -9.7844406      0.6916753
  1379.6787245    -10.8417749      0.6913232
  1379.6801134     -8.5733373      0.6919047
  1379.6815023     -9.6473244      0.6914896
  1379.6828912     -9.4066372      0.6917543
  1379.6842801    -11.4154585      0.6911003
  1379.6856690    -10.9107223      0.6912710
  1379.6870578    -10.8544142      0.6911766
  1379.6884467    -12.8574849      0.6904835
  1379.6898356    -14.8751717      0.6900577
  1379.6912245    -15.7788568      0.6898752
  1379.6926134    -17.9651684      0.6892525
  1379.6940023    -18.2671955      0.6891642
  1379.6953911    -20.2088065      0.6885354
  1379.6967800    -20.4122344      0.6885567
  1379.6981689    -17.1948856      0.6892834
  1379.6995578    -19.1073841      0.6889185
  1379.7009467    -17.3238551      0.6895718
  1379.7023356    -15.8997994      0.6898057
  1379.7037244    -15.1212501      0.6899631
  1379.7051133    -11.6249965      0.6909289
  1379.7065022     -9.8468587      0.6917149
  1379.7078911     -7.9887514      0.6922439
  1379.7092800     -6.9505859      0.6924815
  1379.7106688     -4.7603207      0.6931003
  1379.7120577     -4.8023122      0.6930439
  1379.7134466     -4.8929442      0.6930632
  1379.7148355     -5.2789542      0.6928708
  1379.7162244     -5.4794470      0.6929401
  1379.7176133     -6.0243177      0.6926511
  1379.7190021     -7.0015028      0.6925534
  1379.7203910     -8.6886491      0.6918929
  1379.7217799     -9.8028905      0.6914591
  1379.7231688    -11.5730014      0.6911851
  1379.7245577    -13.5703215      0.6904345
  1379.7259466    -14.3157448      0.6902415
  1379.7273354    -16.9294588      0.6896730
  1379.7287243    -18.9533755      0.6890313
  1379.7301132    -18.2166380      0.6891449
  1379.7315021    -17.8153529      0.6893582
  1379.7328910    -16.8070786      0.6896506
  1379.7342799    -16.6788878      0.6897798
  1379.7356687    -15.1691120      0.6900436
  1379.7370576    -13.5797860      0.6907717
  1379.7384465    -13.9736432      0.6906886
  1379.7398354    -11.2105330      0.6911744
  1379.7412243    -10.6179202      0.6913917
  1379.7426132     -9.7732988      0.6919276
  1379.7440020     -7.4931204      0.6922556
  1379.7453909     -6.4559731      0.6926831
  1379.7467798     -5.5229959      0.6929389
  1379.7481687     -4.8502340      0.6931504
  1379.7495576     -3.7664229      0.6932020
  1379.7509464     -3.8586723      0.6934905
  1379.7523353     -4.1771126      0.6933715
  1379.7537242     -3.8133263      0.6933696
  1379.7551131     -3.5665891      0.6935867
  1379.7565020     -5.5901463      0.6929068
  1379.7578909     -6.3973289      0.6927049
  1379.7592797     -6.9251873      0.6924530
  1379.7606686     -9.1799672      0.6920323
  1379.7620575     -9.9410250      0.6918074
  1379.7634464    -11.6967594      0.6912071
  1379.7648353     -9.7266349      0.6919587
  1379.7662242    -12.7430717      0.6910284
  1379.7676130    -15.0850093      0.6905176
  1379.7690019    -15.5511085      0.6902178
  1379.7703908    -16.1289254      0.6900756
  1379.7717797    -16.1897262      0.6900968
  1379.7731686    -15.3353407      0.6903481
  1379.7745574    -15.1999616      0.6903531
  1379.7759463    -14.6779137      0.6905643
  1379.7773352    -13.4298507      0.6908839
  1379.7787241    -11.7976348      0.6913358
  1379.7801130    -10.1215104      0.6920308
  1379.7815019     -8.1851708      0.6923248
  1379.7828907     -7.7980826      0.6924600
  1379.7842796     -5.4650704      0.6932262
  1379.7856685     -4.4188780      0.6934898
  1379.7884463     -1.2109338      0.6944636
  1379.7898352     -1.3780012      0.6947419
  1379.7912240     -1.5896357      0.6944954
  1379.7926129     -2.1953671      0.6943235
  1379.7940018     -2.4676227      0.6941991
  1379.7953907     -1.7220197      0.6946639
  1379.7967796     -4.0894157      0.6938276
  1379.7981685     -3.9420562      0.6936650
  1379.7995573     -5.1263233      0.6935791
  1379.8009462     -5.9549509      0.6930913
  1379.8023351     -6.7209806      0.6930525
  1379.8037240     -8.4504179      0.6925607
  1379.8051129    -10.2851633      0.6921439
  1379.8065017    -10.2039958      0.6920654
  1379.8078906     -9.7392144      0.6922093
  1379.8092795    -10.9790109      0.6920403
  1379.8106684    -10.4595986      0.6921200
  1379.8120573    -11.9434967      0.6916975
  1379.8134462    -10.5715559      0.6918388
  1379.8148350    -11.1103166      0.6917195
  1379.8162239    -10.5975535      0.6923013
  1379.8176128    -10.6892638      0.6920321
  1379.8190017     -9.2278890      0.6923629
  1379.8203906     -9.3918414      0.6924288
  1379.8217795     -6.4464487      0.6932742
  1379.8231683     -5.0534822      0.6937383
  1379.8245572     -5.8243640      0.6935669
  1379.8259461     -2.5188391      0.6946534
  1379.8273350     -3.1674006      0.6944547
  1379.8287239     -1.7876725      0.6946714
  1379.8301128     -0.6228137      0.6951946
  1379.8315016     -0.9656941      0.6948456
  1379.8328905     -0.3992586      0.6949861
  1379.8342794     -0.5653076      0.6950960
  1379.8356683     -0.7847295      0.6950208
  1379.8370572     -0.7284214      0.6949959
  1379.8384460     -1.2925806      0.6948752
  1379.8398349     -0.1728881      0.6952925
  1379.8412238     -1.8824378      0.6947170
  1379.8426127      0.2182136      0.6954169
  1379.8440016     -0.4687452      0.6952000
  1379.8453905     -1.0620169      0.6952187
  1379.8467793     -1.9760650      0.6948708
  1379.8481682     -3.1839935      0.6945983
  1379.8495571     -2.8283540      0.6946219
  1379.8509460     -2.8662721      0.6946292
  1379.8523349     -4.3160259      0.6941511
  1379.8537238     -5.1098502      0.6940723
  1379.8551126     -5.4927453      0.6936720
  1379.8565015     -6.9240492      0.6934018
  1379.8578904     -6.6816248      0.6936345
  1379.8592793     -6.6579635      0.6936416
  1379.8606682     -6.4257824      0.6939545
  1379.8620570     -4.6243426      0.6940793
  1379.8634459     -5.9919106      0.6939742
  1379.8648348     -3.2008260      0.6945526
  1379.8662237     -2.5522047      0.6949587
  1379.8676126     -2.9725386      0.6946269
  1379.8690015     -0.9051929      0.6952772
  1379.8703903     -0.6988297      0.6952771
  1379.8717792      0.2679324      0.6959370
  1379.8731681      3.1987689      0.6966399
  1379.8745570      3.0400879      0.6969788
  1379.8759459      3.8122276      0.6968198
  1379.8773348      5.5684412      0.6974528
  1379.8787236      5.0518444      0.6971288
  1379.8801125      5.4994338      0.6974375
  1379.8815014      5.8562115      0.6973843
  1379.8828903      5.2343066      0.6972613
  1379.8842792      5.2756391      0.6972349
  1379.8856680      4.1325248      0.6970945
  1379.8870569      3.0683617      0.6967638
  1379.8884458      1.1579598      0.6960561
  1379.8898347      0.1855070      0.6959464
  1379.8912236     -1.9472521      0.6952755
  1379.8926125     -4.5491653      0.6947598
  1379.8940013     -3.3485449      0.6949472
  1379.8953902     -4.9826179      0.6943555
  1379.8967791     -7.0200725      0.6938740
  1379.8981680     -6.4874218      0.6940716
  1379.8995569     -7.9271719      0.6939463
  1379.9009458     -6.2166637      0.6939273
  1379.9023346     -5.8272992      0.6940580
  1379.9037235     -4.0879182      0.6946155
  1379.9051124     -2.5885054      0.6951529
  1379.9065013     -2.2680285      0.6954602
  1379.9078902     -0.4983369      0.6959527
  1379.9092791      1.9940751      0.6964798
  1379.9106679      3.9108267      0.6971783
  1379.9120568      5.4085023      0.6975910
  1379.9134457      6.6200848      0.6980836
  1379.9148346      8.6931812      0.6986633
  1379.9162235      9.1464014      0.6987754
  1379.9176123      8.5171884      0.6984948
  1379.9190012      8.3712666      0.6985330
  1379.9203901      8.0153275      0.6981518
  1379.9217790      8.3644377      0.6983836
  1379.9231679      8.5368363      0.6984412
  1379.9245568      6.3492069      0.6977531
  1379.9259456      7.7988409      0.6982295
  1379.9273345      4.7526327      0.6975262
  1379.9287234      4.5173967      0.6979166
  1379.9301123      3.1446172      0.6969839
  1379.9315012      1.8710359      0.6968178
  1379.9328901     -0.8826696      0.6961603
  1379.9342789     -1.1013128      0.6958460
  1379.9356678     -1.5285355      0.6958132
  1379.9370567     -3.5655707      0.6952633
  1379.9384456     -5.5204201      0.6946050
  1379.9398345     -4.1747764      0.6950513
  1379.9412233     -4.4947142      0.6952277
  1379.9426122     -4.1438668      0.6951501
  1379.9440011     -3.1907625      0.6952652
  1379.9453900     -0.7861072      0.6961056
  1379.9467789     -0.1462316      0.6964747
  1379.9481678      1.2593742      0.6968703
  1379.9495566      1.5976421      0.6969906
  1379.9509455      3.3826088      0.6970870
  1379.9523344      4.5490849      0.6979507
  1379.9537233      6.4869820      0.6984064
  1379.9551122      5.8755000      0.6981437
  1379.9565011      7.8001587      0.6985557
  1379.9578899      8.4917899      0.6989827
  1379.9592788      9.5981841      0.6993183
  1379.9606677      9.9823970      0.6992888
  1379.9620566      9.6283748      0.6994408
  1379.9634455     10.2849032      0.6994429
  1379.9648343     11.2915003      0.6996486
  1379.9662232      9.3450372      0.6992552
  1379.9676121      9.0740395      0.6989397
  1379.9690010      7.2053296      0.6984831
  1379.9703899      7.4107942      0.6987756
  1379.9717788      4.8767501      0.6981862
  1379.9731676      3.5742360      0.6975266
  1379.9745565      1.2359525      0.6969380
  1379.9759454      1.3510247      0.6971261
  1379.9773343      0.7420586      0.6968837
  1379.9787232     -1.2626295      0.6961428
  1379.9801121     -1.5329083      0.6962753
  1379.9815009     -1.2009302      0.6965249
  1379.9828898     -2.2918696      0.6962515
  1379.9842787     -0.7696341      0.6965161
  1379.9856676     -1.7434048      0.6964761
  1379.9870565     -0.9665926      0.6964616
  1379.9884453      1.2526652      0.6971144
  1379.9898342      0.3225633      0.6968249
  1379.9912231      2.6621048      0.6974861
  1379.9926120      2.0254639      0.6974464
  1379.9940009      3.7557997      0.6979387
  1379.9953898      5.3562675      0.6986457
  1379.9967786      6.1593168      0.6984537
  1379.9981675      7.4106744      0.6989378
  1379.9995564      9.6699469      0.6996264
  1380.0009453     11.6882927      0.7003166
  1380.0023342     11.0560845      0.7000510
  1380.0037231     11.7389700      0.7004585
  1380.0051119     13.1192372      0.7004112
  1380.0065008     10.0594312      0.6999054
  1380.0078897     11.3826715      0.7001670
  1380.0092786      7.7173738      0.6994130
  1380.0106675      6.8943172      0.6989585
  1380.0120563      6.4467277      0.6985978
  1380.0134452      4.5037989      0.6982903
  1380.0148341      1.9705934      0.6976742
  1380.0162230      0.0643247      0.6969766
  1380.0176119      0.6759864      0.6971765
  1380.0190008      0.2827283      0.6971385
  1380.0203896     -0.8865633      0.6968016
  1380.0217785     -2.5135677      0.6964411
  1380.0231674     -1.0862773      0.6967419
  1380.0245563     -0.5886695      0.6969276
  1380.0259452     -0.0006093      0.6970359
  1380.0273341      2.0724871      0.6976407
  1380.0287229      3.0326600      0.6980934
  1380.0301118      2.7232650      0.6979761
  1380.0315007      4.4558771      0.6984485
  1380.0328896      5.3868176      0.6986788
  1380.0342785      4.8472183      0.6986643
  1380.0356673      5.0686170      0.6988408
  1380.0370562      5.3313482      0.6988256
  1380.0384451      6.2736103      0.6988976
  1380.0398340      5.9488204      0.6989966
  1380.0412229      7.9983153      0.6993194
